Kronprinsessan Victoria
Victoria	PROPN	Victoria
,	PUNCT	,
45	NUM	45
år	NOUN	år
gammal	ADJ	gammal
,	PUNCT	,
är	AUX	vara
Sveriges	PROPN	Sverige
kronprinsessa	NOUN	kronprinsessa
.	PUNCT	.
Hon	PRON	hon
är	AUX	vara
dotter	NOUN	dotter
till	ADP	till
kung	NOUN	kung
Carl	PROPN	Carl
XVI	PROPN	XVI
Gustaf	PROPN	Gustaf
och	CCONJ	och
drottning	NOUN	drottning
Silvia	PROPN	Silvia
.	PUNCT	.
Hon	PRON	hon
har	VERB	ha
en	DET	en
bror	NOUN	bror
,	PUNCT	,
prins	NOUN	prins
Carl	PROPN	Carl
Philip	PROPN	philip
och	CCONJ	och
en	DET	en
syster	NOUN	syster
,	PUNCT	,
prinsessan	NOUN	prinsessa
Madeleine	PROPN	Madeleine
.	PUNCT	.
<br/><br/>	SPACE	<br/><br/>
Victorias	PROPN	Victoria
man	NOUN	man
heter	VERB	heta
Daniel	PROPN	Daniel
Westling	PROPN	Westling
.	PUNCT	.
Han	PRON	han
är	AUX	vara
prins	NOUN	prins
Daniel	PROPN	Daniel
av	PROPN	av
Sverige	PROPN	Sverige
och	CCONJ	och
hertig	ADJ	hertig
av	ADP	av
Västergötland	PROPN	Västergötland
.	PUNCT	.
Victoria	PROPN	Victoria
och	CCONJ	och
Daniel	PROPN	Daniel
har	VERB	ha
två	NUM	två
barn	NOUN	barn
,	PUNCT	,
dottern	NOUN	dotter
Estelle	PROPN	estelle
,	PUNCT	,
prinsessa	ADJ	prinsessa
av	ADP	av
Sverige	PROPN	Sverige
,	PUNCT	,
och	CCONJ	och
sonen	NOUN	son
Oscar	PROPN	Oscar
,	PUNCT	,
prins	NOUN	prins
av	ADP	av
Sverige	PROPN	Sverige
.	PUNCT	.
<br/><br/>	SPACE	<br/><br/>
Victorias	PROPN	Victorias
foräldrar	NOUN	forälder
kommer	VERB	komma
från	ADP	från
familjen	NOUN	familj
Bernadotte	PROPN	Bernadotte
.	PUNCT	.
Drottning	NOUN	drottning
Silvia	PROPN	Silvia
är	AUX	vara
mormor	NOUN	mormor
till	ADP	till
Estelle	PROPN	Estelle
och	CCONJ	och
Oscar	PROPN	Oscar
.	PUNCT	.
Kung	NOUN	kung
Carl	PROPN	Carl
Gustaf	PROPN	Gustaf
är	AUX	vara
morfar	NOUN	morfar
till	ADP	till
barnen	NOUN	barn
.	PUNCT	.
